age,monthly_charges,tenure,n_monthly_visits,monthly_products,total_charges,irrelevant_1,irrelevant_2
40,540,37,5,1.0,25731.08,0.68,0.87
37,1209,19,2,3.0,33296.8,0.02,-1.99
36,1753,43,1,7.0,81648.17,0.0,-0.37
43,1563,37,3,7.0,78988.46,0.16,0.43
40,2054,18,3,11.0,48433.78,0.56,-0.65
62,2472,47,1,6.0,66361.22,0.5,0.99
46,2044,14,5,9.0,14428.72,0.89,0.72
47,2684,32,2,9.0,44642.22,0.53,-2.51
53,1809,19,0,5.0,35717.54,0.36,-1.62
76,222,59,0,1.0,16629.89,0.55,1.45
50,256,38,2,1.0,14373.32,0.4,-0.05
41,413,47,5,3.0,28517.56,0.58,-0.35
66,757,63,1,5.0,35612.3,0.46,0.42
45,329,20,5,1.0,5643.21,0.66,-0.77
64,2315,26,2,8.0,65341.28,0.1,-0.53
33,487,24,1,2.0,15870.81,0.99,-0.82
65,526,44,7,1.0,19420.64,0.83,0.43
74,2877,65,0,12.0,279094.67,0.43,0.23
31,611,16,9,1.0,10269.4,0.05,-0.62
70,2998,57,5,11.0,151041.8,0.36,-0.36
50,2456,28,1,9.0,91031.62,0.63,1.2
64,985,29,8,6.0,25665.33,0.32,1.04
44,99,14,4,1.0,1524.99,0.76,-0.35
30,699,10,0,4.0,8975.78,0.73,0.7
32,596,37,4,1.0,18589.61,0.15,-0.66
43,9,36,9,1.0,165.81,0.31,-0.84
61,2584,27,9,12.0,38291.68,0.69,-0.36
30,2848,17,9,14.0,72281.9,0.87,-0.37
43,2086,32,8,11.0,66378.4,0.6,2.55
75,2543,36,9,13.0,108940.66,0.78,-1.58
39,1191,40,6,6.0,63498.98,0.64,0.39
35,1221,10,0,5.0,12790.54,0.65,0.1
50,2603,24,1,10.0,72918.81,0.32,-0.84
26,1299,10,6,5.0,10913.14,0.27,0.06
57,2975,47,3,13.0,98789.44,0.44,0.66
74,1351,56,1,3.0,80642.61,0.1,0.93
31,2141,22,1,6.0,42583.41,0.34,0.58
67,2404,40,8,6.0,84205.26,0.56,-0.03
35,109,36,0,5.0,5860.24,0.53,-0.19
76,1288,58,6,6.0,58321.86,0.89,-2.25
26,1248,25,3,1.0,23334.1,0.83,-1.89
73,2891,45,0,9.0,84737.33,1.0,-1.11
29,2054,27,2,10.0,68903.92,0.89,1.85
53,232,31,6,1.0,5809.22,0.89,-0.24
61,314,49,2,1.0,21560.4,0.58,3.03
70,818,28,4,1.0,19256.27,0.49,-0.32
30,811,8,2,1.0,3816.38,0.94,0.6
21,594,38,3,3.0,27604.96,0.57,0.1
66,2445,35,2,10.0,56755.53,0.91,0.07
77,675,45,4,4.0,27713.37,0.84,1.46
21,555,36,0,2.0,10940.06,0.63,0.94
25,1327,29,6,5.0,46316.37,0.99,-1.23
36,348,44,3,1.0,9453.08,0.45,0.97
22,1309,4,1,7.0,3155.52,0.05,0.52
23,1635,13,8,5.0,19926.22,0.66,1.18
60,2266,49,6,7.0,128561.77,0.33,-0.1
44,2411,41,7,4.0,108509.31,0.33,0.75
21,1186,15,0,5.0,18886.85,0.16,-0.28
23,890,23,2,6.0,16630.15,0.42,-0.61
59,1299,32,3,1.0,33545.59,0.83,-0.78
23,2239,27,7,10.0,74973.55,0.59,0.09
65,412,27,2,2.0,11905.61,0.52,-1.05
57,1108,50,9,1.0,61622.44,0.09,-1.12
21,2226,2,0,8.0,4456.82,0.51,0.95
57,759,42,6,2.0,41983.92,0.81,-0.64
30,2035,8,0,7.0,16301.09,0.77,-0.83
64,2275,56,8,8.0,149914.67,0.51,-0.54
42,2963,36,0,10.0,123737.21,0.36,-0.07
45,2620,46,8,10.0,90878.75,0.97,-1.03
79,2087,36,8,9.0,70293.13,0.55,-1.33
33,2542,13,5,11.0,20275.15,0.92,0.62
73,1962,51,6,9.0,107727.38,0.25,-0.15
67,1519,27,6,5.0,25309.37,0.23,-0.76
20,1718,12,2,6.0,12424.1,0.92,-1.77
32,1372,32,3,4.0,28197.79,0.37,1.02
37,2312,25,4,11.0,69559.4,0.91,-0.16
39,807,44,3,1.0,22611.57,0.42,0.1
73,1751,35,5,4.0,90364.98,0.87,0.03
49,864,18,1,3.0,12160.16,0.55,0.25
60,323,55,2,1.0,24769.87,0.46,1.58
61,1460,30,8,7.0,28514.8,0.95,0.57
45,2534,33,4,9.0,119383.4,0.95,-0.93
43,2220,25,0,5.0,42810.55,0.01,-0.81
76,93,48,4,1.0,3730.7,0.89,-0.53
28,203,29,1,1.0,8576.46,0.66,0.48
77,517,39,4,1.0,24121.53,0.45,0.1
34,2517,16,4,8.0,46033.46,0.02,0.15
72,2769,42,6,7.0,133665.16,0.65,-1.26
24,117,23,3,1.0,2413.98,0.12,0.49
48,97,29,1,1.0,3773.39,0.26,0.85
53,223,54,2,1.0,16297.59,0.59,0.38
73,2909,38,6,11.0,140663.53,0.76,1.06
34,2256,37,5,6.0,80118.14,0.42,0.26
47,1832,30,5,8.0,62585.56,0.56,-1.03
63,2873,28,2,7.0,114905.05,0.49,1.68
48,128,50,0,1.0,3530.42,0.83,-1.02
24,2881,32,5,9.0,91634.22,0.64,-0.61
26,1799,41,3,8.0,85321.29,0.01,0.96
30,1009,30,8,6.0,22198.44,1.0,-0.32
44,2693,32,6,11.0,71917.08,0.05,-2.12
63,2837,60,6,13.0,121694.94,0.65,-0.92
27,2300,32,0,10.0,50915.93,0.1,-0.48
61,477,47,1,1.0,22163.83,0.44,-1.26
67,1496,58,4,5.0,122200.8,0.63,-2.37
40,624,46,6,3.0,24461.69,0.88,-1.14
48,2459,21,8,7.0,74300.21,0.01,0.38
37,2811,11,2,12.0,36635.12,0.85,1.15
27,1966,24,4,7.0,58614.97,0.62,1.38
75,1631,67,3,7.0,119533.76,0.92,-0.2
20,2038,7,9,9.0,14959.06,0.85,-0.06
67,1762,60,4,5.0,53641.06,0.58,0.54
72,1329,54,2,5.0,90686.75,0.37,-0.15
51,119,51,7,1.0,4238.01,0.3,0.07
74,1202,53,2,5.0,70058.98,0.75,1.98
78,1868,38,5,7.0,78298.43,0.37,0.13
69,1661,29,0,6.0,55685.33,0.91,-1.09
79,304,45,3,1.0,18751.6,0.91,0.54
61,558,50,2,1.0,15882.42,0.06,0.05
48,2411,19,8,11.0,42330.43,0.14,1.4
47,186,40,8,1.0,6809.32,0.99,-0.13
53,2527,17,1,13.0,38704.37,0.62,0.83
50,1554,24,9,9.0,36269.01,0.18,-0.14
63,35,57,8,1.0,1789.45,0.17,-1.38
21,2638,9,5,12.0,18643.17,0.56,-1.22
45,1701,39,3,5.0,34249.13,0.89,0.58
68,2651,39,5,12.0,149667.65,0.36,1.49
44,1660,17,9,7.0,27428.91,0.57,-0.76
53,1751,31,7,7.0,34589.81,0.07,0.27
35,2993,26,0,11.0,69981.19,0.52,-0.31
23,703,21,4,2.0,14495.0,0.49,1.02
46,1274,39,7,3.0,58979.72,0.86,-1.34
27,722,35,4,1.0,36187.81,0.83,-0.75
38,287,43,4,3.0,10241.82,0.96,-0.38
60,246,46,3,1.0,10139.51,0.11,3.08
67,497,28,5,4.0,17850.22,0.28,-0.54
35,719,11,9,1.0,5368.16,0.93,-0.15
23,1071,19,1,10.0,28472.26,0.88,0.92
70,1978,42,6,9.0,100345.11,0.56,-0.34
64,222,60,2,1.0,15392.71,0.27,-1.75
70,1138,45,0,3.0,71860.32,0.36,-0.28
71,2867,45,5,9.0,148011.86,0.38,-0.24
72,2963,52,3,11.0,101808.6,0.97,1.22
69,439,30,1,2.0,18172.76,0.08,-0.44
58,2752,58,0,10.0,224380.25,0.4,1.16
65,305,34,1,1.0,7810.17,0.82,0.71
63,2368,35,6,8.0,123295.94,0.06,-0.99
23,236,2,4,1.0,329.17,0.92,1.48
79,522,49,5,5.0,15581.35,0.57,0.34
67,2791,56,7,7.0,145551.24,0.12,-1.77
62,1421,40,5,7.0,55323.27,0.66,-1.31
25,398,40,8,1.0,11711.4,0.21,0.59
47,1825,34,4,5.0,60539.79,0.07,-1.66
54,185,44,2,1.0,5807.75,0.58,0.04
32,1124,15,3,6.0,9862.05,0.3,0.26
72,1196,62,7,4.0,58198.72,0.0,0.1
38,2103,30,1,7.0,48343.14,0.42,0.19
21,169,2,6,1.0,484.72,0.46,0.03
71,1,31,2,1.0,33.48,0.26,-0.73
77,2035,53,3,8.0,152491.8,0.99,-0.65
27,662,34,3,5.0,16057.16,0.21,0.73
77,394,49,5,1.0,17784.91,0.99,0.42
43,883,12,6,4.0,10660.78,0.88,1.91
38,981,15,5,2.0,15562.83,0.32,-0.11
25,1715,23,3,4.0,47681.87,0.57,0.85
43,1089,25,1,2.0,24085.75,0.14,-0.36
33,1550,43,1,2.0,64997.7,0.67,-0.4
79,2934,32,8,11.0,123908.77,0.9,-1.65
34,823,11,9,3.0,12633.31,0.46,0.79
46,2283,52,3,6.0,96908.5,0.76,2.02
51,2334,55,3,10.0,102475.88,0.12,0.66
41,1516,37,5,7.0,74318.54,0.15,-0.74
60,1612,27,7,6.0,45830.75,0.79,1.5
57,1432,32,6,3.0,49159.3,0.45,0.93
36,2003,39,8,7.0,66100.57,0.6,-0.82
72,351,51,0,1.0,12040.3,0.04,-0.45
36,2776,19,4,10.0,45652.04,0.03,-1.06
77,2483,38,5,10.0,103567.31,0.34,-0.63
23,1676,41,2,3.0,63762.33,0.59,-0.8
53,2671,38,0,14.0,150032.98,0.84,0.9
51,395,48,7,1.0,17307.6,0.3,-0.35
36,1158,27,5,3.0,33054.7,0.62,-0.25
36,260,26,7,1.0,8841.4,0.23,-1.34
48,2679,21,2,11.0,80517.28,0.83,0.19
66,1506,62,8,7.0,91200.5,0.03,0.14
74,424,50,3,3.0,22098.84,0.02,0.72
33,2981,24,2,13.0,59030.26,0.23,-0.6
24,2731,42,2,11.0,79480.34,0.8,0.09
39,1642,38,0,5.0,68599.91,0.81,-0.71
40,1867,25,8,5.0,42218.38,0.8,0.28
79,2776,51,0,11.0,189915.93,0.47,0.3
67,1857,41,4,8.0,95782.21,0.87,0.82
78,2012,48,8,9.0,88487.61,0.69,0.25
63,316,46,8,3.0,18469.2,0.57,-0.8
21,524,5,7,1.0,1879.44,0.72,0.74
76,455,29,2,4.0,11329.38,0.67,-1.1
74,2567,39,0,8.0,98909.12,0.03,-0.53
67,299,63,2,5.0,14470.85,0.39,1.24
60,517,25,5,1.0,8405.05,0.78,-2.85
27,2756,39,2,10.0,61333.61,0.57,-0.07
37,2090,39,5,6.0,85385.51,0.88,0.49
35,953,28,2,7.0,22863.09,0.02,-1.35
73,187,53,9,1.0,10496.24,0.56,-0.09
63,621,36,0,2.0,30667.44,0.83,0.84
65,2599,57,8,8.0,179781.67,0.79,-1.02
65,1310,62,9,6.0,80645.17,0.9,-1.6
59,527,53,8,1.0,28329.27,0.82,0.86
77,2766,68,5,12.0,157658.55,0.34,0.51
33,989,45,4,4.0,47860.48,0.12,-1.11
21,1029,30,2,7.0,19772.39,0.39,-0.16
35,2066,26,7,10.0,80307.76,0.76,0.87
64,1629,48,9,5.0,51093.36,0.05,-0.23
73,697,42,9,2.0,27332.7,0.05,0.89
26,867,36,1,2.0,45158.53,0.32,-1.71
79,1485,39,4,6.0,39340.69,0.82,-0.31
41,172,22,3,1.0,5667.06,0.21,0.95
69,1053,31,7,6.0,26353.85,0.18,0.23
26,1977,37,7,8.0,97407.85,0.98,0.31
52,2822,22,2,10.0,58626.56,0.99,-0.93
77,1876,35,2,11.0,53518.3,0.13,-0.06
70,1280,60,2,3.0,38799.86,0.35,0.82
48,815,28,6,2.0,24293.03,0.39,0.92
54,715,55,0,5.0,28435.79,0.38,-0.72
64,2299,27,7,8.0,47870.73,0.29,-0.33
69,2121,35,8,11.0,76924.59,0.26,0.4
56,3,51,5,2.0,181.84,0.43,0.65
45,1235,25,1,6.0,38184.19,0.97,-0.51
66,32,59,9,2.0,2540.21,0.9,0.59
77,1461,37,5,2.0,53634.53,0.43,0.17
74,2609,57,2,10.0,107924.84,0.52,-0.14
42,2162,25,9,9.0,39116.69,0.29,-0.61
54,2964,55,5,8.0,221637.99,0.39,0.65
56,1869,52,3,7.0,87536.29,0.4,-0.28
69,529,47,5,2.0,30991.65,0.88,0.44
34,2083,42,0,9.0,98574.53,0.79,-0.04
57,2,53,2,1.0,80.14,0.07,-1.23
64,1178,42,2,8.0,73480.63,0.31,0.84
73,100,40,8,1.0,3979.77,0.05,0.6
25,2857,42,6,14.0,171807.08,0.98,-0.57
73,647,58,8,3.0,42525.48,0.86,1.61
28,1421,23,7,5.0,24965.79,0.57,0.84
74,2254,57,0,9.0,93527.62,0.19,-0.41
43,1592,50,8,7.0,63616.88,0.15,-1.76
38,347,19,0,1.0,4114.76,0.69,0.84
55,137,28,1,1.0,2388.96,0.16,-0.55
29,2503,41,1,9.0,141027.21,0.55,0.84
75,2152,59,6,8.0,122055.94,0.65,0.2
70,448,64,2,2.0,19556.54,0.78,-0.56
37,1355,26,9,5.0,50462.25,0.55,0.06
69,1658,43,6,5.0,73598.43,0.87,-0.93
45,1720,15,2,10.0,30972.45,0.15,0.35
42,1861,12,6,7.0,25323.29,0.56,-0.47
57,859,47,7,2.0,20786.25,0.05,1.05
31,2050,33,6,7.0,58333.58,0.37,-0.46
31,684,19,6,2.0,18551.13,0.8,-0.58
77,2754,52,9,11.0,201433.29,0.66,-0.2
22,599,15,9,1.0,10127.13,0.23,0.29
53,466,31,1,1.0,13732.45,0.2,-0.67
71,1377,33,6,8.0,32633.69,0.77,-0.61
49,2750,44,9,7.0,99498.95,0.18,-2.14
49,1629,29,8,7.0,29690.45,0.59,-0.23
35,2173,40,0,4.0,53243.99,0.75,1.25
60,617,59,4,3.0,51599.64,0.89,-0.63
47,1458,23,1,5.0,32911.24,0.31,2.11
71,1157,55,0,1.0,80210.51,0.67,0.34
28,1589,30,9,11.0,29465.84,0.47,0.39
43,1943,15,1,4.0,32742.39,0.94,-0.2
39,2318,21,6,8.0,71756.43,0.44,0.62
28,1400,29,4,3.0,37458.28,0.11,0.22
51,2005,53,2,4.0,54304.92,0.75,-0.26
68,2243,27,9,8.0,61550.14,0.97,-0.22
62,2961,53,0,12.0,154857.1,0.02,-1.11
73,378,59,5,3.0,18086.68,0.17,-0.41
68,875,34,8,2.0,39706.17,0.64,1.01
33,2521,8,1,9.0,22519.54,0.25,0.09
29,1721,39,8,3.0,42505.78,0.75,0.98
29,371,35,9,2.0,14042.0,0.14,-0.51
59,878,28,2,3.0,23560.0,0.84,1.71
79,2130,39,9,5.0,110359.74,0.63,-1.63
78,2254,65,0,7.0,186356.88,0.78,-1.1
62,2979,43,0,10.0,112802.13,0.95,0.5
72,1794,40,3,3.0,99074.24,0.06,-0.25
33,2562,16,5,8.0,44925.28,0.93,-1.21
25,44,38,3,1.0,994.14,0.89,1.33
42,1074,47,5,3.0,41506.12,0.32,-0.23
33,1574,42,0,6.0,82505.61,0.25,-0.64
34,1321,23,3,2.0,37124.57,0.73,-1.24
71,2047,62,4,9.0,145102.94,0.24,0.72
76,30,53,3,1.0,1421.97,0.41,-0.46
31,2565,43,9,7.0,84136.22,0.91,-1.32
21,2199,13,8,6.0,32332.21,0.41,1.42
59,1523,23,4,4.0,34482.94,0.44,-1.3
24,2741,34,6,10.0,105952.67,0.71,-0.81
37,1000,42,7,4.0,53990.94,0.24,-0.64
49,1215,48,4,3.0,53750.14,0.83,-1.05
34,1185,21,7,3.0,14516.52,0.16,-1.2
64,2361,58,5,8.0,196999.84,0.76,-1.67
45,1815,34,9,10.0,65216.41,0.01,-1.96
70,2508,38,1,9.0,123922.31,0.27,-1.52
51,1117,50,5,3.0,40759.96,0.16,0.35
40,1447,19,5,7.0,33594.5,0.76,0.05
23,2704,10,7,10.0,34134.94,0.67,-2.38
71,2547,53,6,12.0,130272.19,0.87,-1.51
29,2772,23,1,11.0,75739.1,0.92,-0.52
34,2954,47,4,14.0,73052.03,0.28,-0.22
56,1623,43,9,4.0,94247.29,0.41,0.26
63,1102,22,8,5.0,20097.57,0.87,1.0
63,632,27,1,3.0,12994.46,0.88,-0.55
48,1465,48,9,8.0,55016.6,0.8,-0.24
31,2053,38,9,8.0,52416.53,0.85,-1.84
70,2858,55,7,12.0,125997.82,0.19,-1.35
74,491,42,8,2.0,30783.69,0.04,-0.87
36,2548,26,0,8.0,52670.38,0.08,-0.57
73,2800,48,8,15.0,119401.28,0.28,1.31
31,856,17,5,3.0,17112.89,0.59,0.17
40,2107,41,0,10.0,76603.11,0.0,-0.91
42,1758,26,9,8.0,25231.44,0.27,1.2
58,935,36,5,7.0,33449.48,0.54,-0.91
74,424,39,5,1.0,18149.23,0.86,-0.9
23,2870,12,6,10.0,34832.04,0.7,-0.4
28,681,10,0,2.0,7853.41,0.3,0.15
78,1915,69,1,5.0,149189.09,0.2,-1.01
79,2310,30,0,8.0,89538.23,0.37,-2.5
76,2200,63,4,9.0,90368.93,0.11,-0.24
28,1304,37,2,7.0,53955.24,0.58,-0.68
33,1067,21,7,7.0,20926.06,0.31,-0.92
57,1301,38,1,5.0,33272.56,0.97,-0.31
27,2684,37,4,7.0,88948.94,0.55,1.42
29,2958,41,8,11.0,82101.25,0.49,0.41
29,782,25,5,4.0,20507.48,0.6,-0.71
20,1010,2,2,4.0,1024.24,0.26,0.29
59,2793,27,4,11.0,69513.32,0.53,-0.98
28,997,28,2,3.0,40004.89,0.61,2.54
56,441,27,6,1.0,13400.06,0.09,-0.7
34,2981,21,7,9.0,78919.57,0.19,1.7
74,1574,28,0,2.0,54131.39,0.08,0.45
48,2095,45,0,10.0,98022.83,0.06,-0.35
25,333,6,1,1.0,1037.5,0.28,-0.46
75,228,52,5,1.0,7675.86,0.48,0.83
73,1485,50,5,8.0,105038.47,0.73,0.39
77,2983,45,1,12.0,150481.26,0.76,-0.1
38,2292,10,4,9.0,24735.61,0.72,0.07
49,2864,27,2,11.0,90847.09,0.19,-1.36
26,2633,38,8,12.0,116960.15,0.25,-0.13
23,1859,8,8,7.0,10341.75,0.66,-0.39
20,750,26,2,1.0,25887.06,0.56,-0.6
44,918,36,2,5.0,33019.63,0.56,-2.79
37,622,44,6,2.0,38422.14,0.48,0.33
42,2614,26,3,10.0,65827.49,0.93,-0.56
46,232,50,2,3.0,13720.61,0.16,-0.65
50,2268,52,8,10.0,78277.65,0.94,-0.14
68,1465,30,9,6.0,34555.43,0.31,0.25
39,589,39,1,3.0,31757.1,0.33,-0.88
27,2359,5,1,5.0,12437.86,0.16,0.82
78,1951,64,6,8.0,68789.85,0.21,0.73
62,674,45,5,2.0,42254.15,0.11,-0.03
31,1732,9,5,7.0,14364.18,0.86,-0.33
62,2872,52,3,11.0,148321.25,0.27,0.81
41,305,14,7,1.0,5591.15,0.13,0.99
46,1159,27,4,5.0,34891.18,0.37,2.48
32,2162,8,4,8.0,18478.47,0.99,-0.37
52,354,48,8,1.0,21628.96,0.22,-1.59
28,1962,43,6,6.0,77169.25,0.13,0.81
63,2129,44,9,10.0,67210.43,0.53,-1.27
64,2324,36,9,7.0,54732.16,0.36,-1.07
45,126,47,2,1.0,5503.35,0.4,1.11
44,513,25,2,4.0,10934.23,0.23,1.6
57,1577,46,8,9.0,43538.75,0.65,0.99
47,293,47,8,2.0,12700.43,0.01,0.43
79,811,63,0,2.0,46829.8,0.72,-1.25
31,1839,24,1,7.0,28356.3,0.76,0.34
67,216,58,7,1.0,6811.56,0.4,2.08
69,617,34,5,1.0,12554.91,0.8,0.75
79,1852,59,6,5.0,136174.79,0.73,0.01
46,539,41,7,1.0,19587.69,0.34,-0.23
61,163,23,3,4.0,2213.36,0.86,-1.45
64,2847,31,6,8.0,78884.56,0.15,-1.06
72,868,30,7,5.0,17641.4,0.51,-0.14
63,458,33,8,1.0,15567.38,0.15,0.19
74,2558,38,1,8.0,60028.38,0.41,1.51
66,497,43,1,2.0,12524.31,0.08,1.54
22,2252,27,7,9.0,90786.44,0.1,0.67
42,234,20,6,4.0,2865.83,0.18,1.59
39,1205,38,5,1.0,56223.64,0.72,-0.15
30,2036,40,9,8.0,105199.29,0.8,0.93
71,2476,34,2,10.0,56840.47,0.86,2.32
43,2634,22,1,8.0,57880.73,0.93,-1.17
71,667,26,5,1.0,21133.73,0.01,0.0
31,2374,44,0,8.0,57718.74,0.63,1.84
38,565,26,2,2.0,12102.28,0.04,1.1
28,2802,21,5,13.0,55075.69,0.05,-0.5
41,1678,34,8,10.0,64452.9,0.38,-1.9
22,1336,31,4,2.0,56892.64,0.82,-1.7
40,2029,14,8,7.0,30203.47,0.43,0.13
30,40,41,9,1.0,1837.28,0.27,-1.34
28,2657,38,2,10.0,91428.05,0.41,0.59
68,200,60,8,1.0,11981.59,0.75,0.31
41,293,22,4,1.0,4611.63,0.68,0.68
22,2889,37,6,11.0,154195.15,0.38,0.83
39,311,44,5,1.0,15071.14,0.61,-0.48
67,1821,37,7,7.0,78826.66,0.43,1.64
33,1953,43,0,7.0,76016.38,0.03,0.72
27,2665,38,7,10.0,111506.97,0.43,0.64
22,2501,33,7,10.0,81231.89,0.55,0.81
42,2511,45,0,11.0,168128.44,0.46,0.3
48,2316,17,2,6.0,52566.73,0.65,-0.4
37,592,35,6,2.0,11664.58,0.69,0.38
22,587,18,6,1.0,14899.05,0.17,-2.25
40,2090,16,6,8.0,34094.3,0.18,1.53
46,2312,28,7,8.0,46780.26,0.74,0.92
65,298,47,3,3.0,19875.33,0.36,-0.75
49,1286,45,2,6.0,33220.56,0.96,0.76
27,2906,30,9,10.0,74636.91,0.91,-0.94
70,1883,43,6,6.0,58391.54,0.88,-1.37
79,2198,51,4,7.0,142123.59,0.98,-0.64
55,2013,52,5,7.0,63164.99,0.7,-1.55
57,2721,47,6,10.0,189655.42,0.37,-0.28
79,1014,41,4,4.0,28910.37,0.64,-1.74
30,348,42,8,1.0,14639.9,0.77,-0.06
44,2084,33,3,8.0,101196.27,0.17,0.15
56,242,56,7,1.0,10269.47,0.66,-0.36
71,1755,42,4,9.0,47143.19,0.36,-0.53
25,1333,39,7,4.0,38965.93,0.52,0.01
44,192,43,7,1.0,11537.85,0.29,1.2
68,321,30,8,3.0,13610.6,0.49,-0.14
25,220,41,5,1.0,11368.83,0.33,0.42
55,990,34,3,4.0,26456.93,0.22,-1.62
57,2948,26,8,13.0,93622.13,0.63,-0.22
65,2893,39,6,9.0,104000.27,0.94,-0.24
23,2394,28,3,9.0,83776.48,0.07,-0.67
25,1568,24,1,4.0,21154.74,0.3,0.54
74,1983,59,1,7.0,88681.57,0.65,-1.02
53,920,20,8,5.0,21408.63,0.71,-0.33
53,2924,51,7,13.0,117736.29,0.18,-0.76
78,1394,65,6,4.0,60828.35,0.13,-0.1
55,449,21,0,1.0,12126.1,0.85,-0.41
46,725,41,1,3.0,15829.86,0.36,-0.51
37,2946,24,2,12.0,65860.03,0.24,1.01
43,1140,18,4,6.0,11638.38,0.04,0.89
34,1096,42,2,3.0,25576.7,0.55,1.19
71,2136,38,2,5.0,121155.8,0.02,0.9
40,1923,31,8,5.0,44716.91,0.7,0.53
67,396,58,3,1.0,22459.31,0.61,0.67
37,487,33,8,1.0,11063.64,0.84,-1.04
35,2421,41,7,5.0,140931.44,0.46,-0.4
59,1461,33,1,8.0,68851.85,0.88,0.59
68,2599,42,0,10.0,121432.39,0.91,0.87
29,198,31,6,3.0,8436.36,0.37,0.58
35,1388,45,3,2.0,65261.49,0.75,-2.23
50,1573,21,6,4.0,26253.56,0.79,0.08
44,2665,24,2,8.0,93125.57,0.74,-0.52
25,920,15,2,2.0,15844.82,0.28,-1.7
30,2238,8,6,9.0,13079.72,0.57,-0.32
77,928,46,4,3.0,47298.71,0.95,-0.86
55,1378,30,4,7.0,51639.67,0.15,-0.97
44,850,18,8,4.0,16846.62,0.83,-0.46
38,2979,37,0,8.0,142701.8,0.01,1.46
63,2667,46,3,7.0,82317.16,0.45,-0.67
23,1551,17,3,3.0,20730.71,0.43,1.05
33,2636,21,1,11.0,66028.13,0.74,-0.54
68,2818,29,8,7.0,77619.98,0.23,2.22
61,2993,38,1,13.0,96292.83,1.0,-0.34
20,1803,9,5,6.0,18630.08,0.2,-0.93
56,555,26,1,1.0,20284.2,0.95,0.38
23,1026,24,8,6.0,18694.11,0.93,-1.01
72,2946,45,6,9.0,67024.06,0.47,-1.78
41,2200,37,8,6.0,103261.64,0.6,-0.68
20,1018,27,7,2.0,36432.96,0.25,0.51
54,856,44,1,4.0,24749.44,0.28,0.85
65,575,55,2,1.0,42089.13,0.09,1.54
59,616,38,1,4.0,18290.92,0.22,0.6
22,94,41,1,1.0,3434.01,0.5,-1.48
28,1482,22,8,1.0,38201.67,0.8,0.25
73,484,39,5,2.0,13303.18,0.7,0.7
71,2276,32,7,9.0,76914.63,0.35,0.5
25,1298,17,7,5.0,23585.94,0.8,-0.16
67,814,58,3,1.0,27290.89,0.37,-1.66
67,1596,32,9,5.0,74057.29,0.66,1.04
68,829,52,2,1.0,36839.45,0.87,-0.5
79,2947,52,3,11.0,189405.63,0.37,-0.66
73,2194,41,9,7.0,94358.08,0.7,-0.35
77,1314,45,7,6.0,82321.73,0.15,1.68
52,371,31,6,1.0,14472.68,0.49,-1.06
31,1553,27,9,8.0,51556.45,0.09,-1.01
42,2891,49,5,11.0,132685.63,0.65,-1.06
27,467,31,7,1.0,14033.05,0.93,-1.79
79,22,63,9,1.0,1567.91,0.95,0.19
70,1613,34,9,7.0,62709.9,0.24,0.82
26,514,38,4,5.0,21500.36,0.02,-0.17
74,332,38,1,1.0,9266.26,0.25,-0.05
78,1832,68,7,7.0,99855.35,0.89,2.36
62,76,34,3,1.0,2032.72,0.3,-1.82
22,2274,39,1,9.0,61625.59,0.34,-1.81
54,141,56,9,1.0,6353.93,0.09,1.65
68,530,25,0,2.0,19629.97,0.83,-0.1
21,1977,17,2,10.0,34934.49,0.27,-1.1
69,2758,64,0,12.0,250963.25,0.9,-0.27
51,2894,17,7,11.0,66747.71,0.24,0.45
71,2642,42,2,11.0,152108.41,0.5,-0.21
63,26,39,7,1.0,677.55,0.93,-1.75
65,543,29,1,4.0,19158.12,1.0,0.51
44,2282,15,8,10.0,40447.25,0.3,-0.66
39,1805,43,5,8.0,68547.6,0.09,-1.03
23,2429,41,9,9.0,123654.15,0.74,0.94
70,2842,34,6,11.0,112686.76,0.14,-0.65
57,495,45,3,1.0,11299.19,0.47,-0.75
77,1402,31,4,6.0,36301.97,0.54,1.51
25,1741,9,7,8.0,19543.03,0.64,1.04
56,1232,27,9,5.0,21946.93,0.14,-0.11
67,2989,35,4,10.0,140071.27,0.88,-0.43
74,1715,47,0,4.0,91598.11,0.62,0.12
66,319,44,4,3.0,7078.52,0.82,0.02
45,258,13,2,1.0,4219.97,0.46,-0.51
31,50,6,7,1.0,152.08,0.23,-0.62
41,2963,12,0,9.0,37608.09,0.95,-0.33
61,571,60,1,5.0,48680.32,0.44,-0.32
22,1773,12,1,5.0,18951.66,0.37,-2.29
66,1264,58,0,3.0,83010.39,0.33,-0.55
25,1757,37,9,4.0,73793.64,0.13,-0.42
73,551,31,9,1.0,20956.83,0.94,-1.09
74,399,63,1,1.0,33574.61,0.72,-0.43
57,443,19,4,3.0,9534.3,0.02,1.02
32,1354,11,8,2.0,15309.66,0.49,-1.73
43,1534,35,2,9.0,37056.31,0.19,-0.73
55,2890,33,5,8.0,60801.56,0.53,-0.65
49,2318,17,9,8.0,28104.6,0.45,-1.99
36,2482,25,5,10.0,43944.52,0.07,-1.11
49,2419,41,6,11.0,55624.01,0.49,-0.03
38,1636,43,8,5.0,101980.36,0.34,-0.16
35,861,35,6,3.0,28438.46,0.88,-0.95
79,585,51,8,1.0,34790.02,0.14,0.28
51,852,35,4,5.0,25611.22,0.47,-0.62
35,1880,16,3,11.0,39099.88,0.51,-0.49
